schema_version	rds_id	cell_type_high_resolution	inventory_genes	measured_genes	tested_genes	unmatched_genes	genes_detected_in_analytic_nuclei	fraction_of_inventory_measured	fraction_of_measured_detected	analytic_nuclei	analytic_donors
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L5 ET	1136	1134	1104	2	1094	0.998239436619718	0.964726631393298	2307	254
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L5-6 RORB LINC02196	1136	1134	1104	2	1097	0.998239436619718	0.967372134038801	15511	273
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L5/6 IT Car3	1136	1134	1104	2	1096	0.998239436619718	0.966490299823633	12686	272
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L5/6 NP	1136	1134	1104	2	1095	0.998239436619718	0.965608465608466	11740	269
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L6 CT	1136	1134	1104	2	1098	0.998239436619718	0.968253968253968	16007	271
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L6 THEMIS NFIA	1136	1134	1104	2	1100	0.998239436619718	0.970017636684303	46394	272
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc L6b	1136	1134	1104	2	1099	0.998239436619718	0.969135802469136	17502	272
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc NRGN	1136	1134	1104	2	1093	0.998239436619718	0.963844797178131	30685	274
descriptive_mitocarta_coverage_v1	excitatory_set3	Exc RELN CHD7	1136	1134	1104	2	1099	0.998239436619718	0.969135802469136	52647	267
